year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
1919,07,29,06,,,L,-12.680,-38.700,  0.0,0, 0.0,-1,"C",,,"BA","S.B.DASLAJES",""
1919,08,04,,,,,-4.360,-39.320,  0.0,0, 0.0,-1,"C",,,"CE","CANINDÉ",""
1919,08,05,06,,,L,-25.010,-47.940,  0.0,0, 0.0,-1,"C",,,"SP","CANANEIA","(ALMEIDA 1963)"
1919,09,,,,,,-17.300,-46.850,  0.0,0, 2.8,4,"C","3-4",,"MG","PARACATU","(WILLIAMS 1922)"
1919,11,09,11,,,L,-12.750,-38.680,  0.0,20, 3.8,3,"C","4",3.700000,"BA","ACUPE",""
1919,11,10,,,,,-12.590,-38.620,  0.0,20, 3.6,3,"C","4",1.700000,"BA","SANTO AMARO",""
1919,11,11,20,55,,L,-12.680,-38.700,  0.0,0, 0.0,-1,"C",,,"BA","S.B.DASLAJES",""
1919,11,13,,,,,-12.550,-38.700,  0.0,0, 3.5,4,"C","5",,"BA","SANTO AMARO","DOIS EVENTOS"
1919,11,16,06,55,,L,-12.670,-38.680,  0.0,20, 3.5,3,"C","5",1.200000,"BA","S.B.DASLAJES",""
1919,11,23,01,20,,L,-12.650,-38.620,  0.0,10, 4.2,3,"B","7",3.000000,"BA","M.RECONCAVO","AREA IV MM"
1919,11,24,02,50,,L,-3.870,-38.920,  0.0,50, 4.6,3,"B","5",80.000000,"CE","Maranguape","(Branner 1920; O_Combate-SP 1919-11-27)  ****"
1919,11,28,19,30,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO","OUTROS EVENTOS NO ANEXO 2"
1920,01,31,08,10,,L,-21.030,-44.750,  0.0,10, 4.0,3,"B","6",9.500000,"MG","BOM SUCESSO",""
1920,01,31,20,08,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1920,02,01,01,35,,L,-21.030,-44.750,  0.0,0, 3.2,4,"C","4-5",,"MG","BOM SUCESSO","VARIOS EVENTOS"
1920,02,09,13,20,,L,-21.030,-44.750,  0.0,0, 3.0,4,"C","4",,"MG","BOM SUCESSO",""
1920,02,16,22,30,,L,-4.350,-39.700,  0.0,0, 3.8,3,"C",,8.000000,"CE","Canindé Sta.Quitéria","(Branner 1920: carta Barão de Studart - Fortaleza; O_Combate-SP 1920-02-21)"
1920,02,17,08,30,,L,-21.100,-44.920,  0.0,0, 0.0,-1,"C",,,"MG","PEDRA NEGRA",""
1920,02,18,12,,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1920,02,21,,,,,-4.360,-39.320,  0.0,0, 0.0,-1,"C",,,"CE","CANINDÉ",""
1920,03,11,19,15,,L,-21.030,-44.750,  0.0,0, 3.0,4,"C","4",,"MG","BOM SUCESSO",""
1921,01,21,,,,,-4.100,-59.350,  0.0,0, 0.0,-1,"C",,,"AM","IG.PERSEVER.",""
1921,05,12,,,,,-25.430,-49.270,  0.0,0, 0.0,-1,"C",,,"PR","Curitiba","(O_Combate-SP 1921-05-19) só algumas quadras"
1922,,,,,,,-1.920,-55.500,  0.0,0, 0.0,-1,"C",,,"PA","ÓBIDOS","ANO INCERTO; ANTES DE 22"
1922,,,,,,,-9.380,-36.240,  0.0,0, 0.0,-1,"C",,,"AL","VIÇOSA","(Jornal_Pequeno-Recife 1922-08-18) Antes de 1922?"
1922,01,26,23,,,L,-20.680,-44.580,  0.0,0, 0.0,-1,"C",,,"MG","ENTRE RIOS",""
1922,01,27,,,,,-20.680,-44.580,  0.0,0, 0.0,-1,"C",,,"MG","ENTRE RIOS","DOIS EVTS.ANTES DE 03H50M"
1922,01,27,03,50,40.00,L,-22.170,-47.040,  0.0,40, 5.1,3,"A","6",250.000000,"SP","Pinhal e S.J.Boa Vista","(Assumpcao et al.1979)"
1922,04,01,03,,,L,-21.710,-57.890,  0.0,100, 0.0,-1,"C",,,"MS","Porto Murtinho","(O Jornal RJ 1922-04-04; Silva et al. 2020) Coords ok prof. corr."
1922,08,01,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1922,08,08,12,30,,L,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1923,02,,,,,,-8.360,-36.560,  0.0,0, 0.0,-1,"C",,,"PE","Pesqueira Belo_Jardim","(Diário_S.Luis-MA 1923-02-09; O_Jornal-MA 1923-02-09)"
1923,10,01,11,20,,L,-8.450,-36.700,  0.0,20, 4.1,3,"B","5",22.000000,"PE","Pesqueira","(O_Indio-Palmeira-AL 1923-10-14: Diario_de_Pernambuco) Aerólito Garanhuns ou Cimbres?"
1923,10,10,,,,,-6.400,-38.860,  0.0,0, 0.0,-1,"C",,,"CE","Icó","(A_Lucta-Sobral-CE 1923-10-20)"
1924,,,,,,,-8.280,-35.960,  0.0,0, 3.0,4,"C","4",,"PE","CARUARU",""
1925,,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1925,11,07,,,,,-16.300,-49.000,  0.0,50, 0.0,-1,"C",,,"GO","Anápolis","(A Noite RJ 1925-11-09)"
1926,02,19,,,,,-19.480,-46.540,  0.0,0, 0.0,-1,"C",,,"MG","Ibiá","(O_Estado_de_Minas 1931-05-26; CorreioDeUberlandia 1939-04-25)"
1926,03,01,,,,,+3.830,-51.840,  0.0,0, 0.0,-1,"C",,,"AP","OIAPOQUE",""
1927,,,00,,,L,-6.040,-38.460,  0.0,0, 3.0,4,"C","4",,"CE","PEREIRO",""
1927,06,18,20,55,00.00,,-31.400,-61.800,  0.0,30, 0.0,-1,"C",,,"AR","Argentina","(LPA/INPRES) ************* CHECK TIME PLACE *****"
1928,,,,,,,-21.820,-52.050,  0.0,0, 0.0,-1,"C",,,"SP","Pres. EPITACIO","ANO INCERTO"
1928,04,14,21,59,,L,-4.560,-37.760,  0.0,0, 4.0,3,"C","6",10.000000,"CE","ARACATI","AREA APROXIMADA"
1928,06,07,21,30,,L,-5.420,-39.360,  0.0,0, 3.6,3,"C","3-4",2.000000,"CE","LACERDA",""
1928,09,28,,,,,+2.820,-60.680,  0.0,0, 0.0,-1,"C",,,"RR","BOA VISTA","(BSSA vol 18; pag 241)"
1929,,,,,,,-4.560,-37.760,  0.0,0, 0.0,-1,"C",,,"CE","ARACATI","MEADOS DO ANO"
1929,10,05,,,,,-5.110,-38.370,  0.0,0, 0.0,-1,"C",,,"CE","MORADA NOVA",""
1929,11,10,01,04,00.00,,-27.500,-58.900,  0.0,30, 2.5,3,"C","3",,"AR","R.Parana Corrientes","(LPA;SJA/INPRES)"
1929,12,20,22,40,,L,-8.290,-35.970,  0.0,0, 3.0,4,"C",,,"PE","Caruaru","(O_Estado-Florianopolis-SC 1930-01-10) terceiro do ano"
1930,,,,,,,+0.560,-29.220,  0.0,0, 0.0,-1,"C",,,,"PENEDOS S.P.S.PAULO",""
1930,07,09,04,,,L,-8.470,-36.700,  0.0,0, 0.0,-1,"C",,,"PE","Pesqueira Açude-Meio","(J.Pequeno-Recife 1930-07-10; O_Monitor_Mineiro-Guaranesia 1930-07-31: Correio de Pesqueira)"
1930,09,30,,,,,+0.560,-29.220,  0.0,0, 0.0,-1,"C",,,,"Rochedos S.P.S.Paulo","(O_Estado-Florianopolis-SC 1930-10-04)"
1931,05,08,21,,,L,-18.510,-54.760,  0.0,50, 3.5,4,"C","5",,"MS","Coxim","(A_Noite-RJ 1931-05-11)    *** COORDS e HORA *****"
1931,05,23,03,,,L,-16.000,-44.300,  0.0,100, 4.9,3,"B","6",175.000000,"MG","S.Francisco","(Estado_de_Minas-BH 1931-05-26)"
1931,09,27,23,25,,L,-19.460,-44.240,  0.0,0, 3.5,4,"C","5",,"MG","Sete Lagoas","(O_Estado-SC 1931-10-01) 4a. vez em dois meses"
1932,05,26,,,,,-16.570,-42.890,  0.0,0, 0.0,-1,"C",,,"MG","Grão Mogol","(LarCatolico-JFora-MG 1932-06-26)"
1933,05,06,,,,,+3.830,-51.840,  0.0,0, 0.0,-1,"C",,,"AP","OIAPOQUE",""
1934,,,,,,,-29.450,-51.500,  0.0,0, 0.0,-1,"C",,,"RS","SALV. DO SUL","ANO INCERTO"
1935,01,02,01,12,18.00,,-29.600,-60.000,  0.0,30, 3.0,3,"C","4",,"AR","Vera; Santa Fé","(LPA;SJA/INPRES)"
1935,01,06,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1935,10,17,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1935,10,21,07,40,,L,-21.030,-44.750,  0.0,10, 3.7,3,"C","5-6",2.800000,"MG","BOM SUCESSO","OUTROS EVENTOS"
1935,10,22,20,,,L,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","BOM SUCESSO",""
1936,02,12,13,20,,L,-21.030,-44.750,  0.0,0, 3.5,4,"C","5",,"MG","Bom Sucesso","(Lavoura_e_Comercio-Uberaba-MG 1936-02-13)"
1936,04,19,,,,,-21.020,-47.370,  0.0,0, 0.0,-1,"C",,,"SP","Altinopolis","(Lavoura_e_Comercio-Uberaba-MG 1936-04-20)"
1937,,,,,,,-9.100,-38.150,  0.0,0, 0.0,-1,"C",,,"PE","TACARATU","(Berrocal et al.1984) Riacho do Navio a 64km de Tacaratu; Floresta"
1937,03,17,,,,,-4.070,-38.760,  0.0,100, 3.5,4,"C","5",,"CE","Cachoeira","(Diario_da_Manhã-ES 1937-03-23; O_Estado-SC 1937-04-12) coords incertas"
1938,03,01,03,30,,L,-22.550,-43.950,  0.0,20, 3.4,3,"B","4-5",1.900000,"RJ","Barra do Piraí","(A_Noite-RJ 1938-03-02 e 03)"
1938,03,,,,,,-29.170,-51.180,  0.0,0, 0.0,-1,"C",,,"RS","Caxias","(A_Pacotilha-MA 1938-03-07)"
1939,04,,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","Bom Sucesso","(O_Estado-Florianopolis 1939-04-22)"
1939,04,13,19,,,L,-19.800,-44.710,  0.0,10, 3.3,3,"C",,1.200000,"MG","Pará-Minas Pitangui","(O_Triangulo-Araguary 1939-04-16; Rfelt=20km?)"
1939,06,04,23,30,,L,-15.600,-56.100,  0.0,0, 0.0,-1,"C",,,"MT","CUIABÁ","(OBS.D.BOSCO; CUIABÁ)"
1939,06,28,11,32,22.00,,-29.000,-48.000,  0.0,90, 5.9,3,"A","6",1100.000000,"SC","TUBARAO","(ISC 5.6Ms; Quadros et al. 2019: 6.0mb)"
1940,11,,,,,,-21.030,-44.750,  0.0,0, 0.0,-1,"C",,,"MG","Bom Sucesso","(Diario_Noticias-RS 1940-12-03)"
1940,11,,,,,,-9.450,-36.380,  0.0,0, 0.0,-1,"C",,,"AL","Mar Vermelho","(J.Commercio-RJ 1940-11-08: Gazeta de Alagoas)"
1941,,,,,,,-7.000,-62.700,  0.0,0, 0.0,-1,"C",,,"AM","TRES CASAS","ANO INCERTO"
1941,04,11,09,05,,L,-16.100,-54.500,  0.0,70, 4.4,3,"B","5",51.000000,"MT","RONDONOPOLIS CUIABA","POXOREU"
1942,,,15,30,,L,-3.100,-40.840,  0.0,0, 3.0,4,"C","4",,"CE","GRANJA",""
1944,08,23,,,,,-14.500,-49.200,  0.0,50, 3.0,4,"C","4",,"MS","Damianópolis","outro em outubro? (Diário da Noite RJ 1944-08-23)"
1945,03,23,17,20,,L,-22.880,-42.020,  0.0,0, 0.0,-1,"C",,,"RJ","Cabo Frio","(A_Noite-RJ 1945-0-24)"
1945,08,,22,,,L,-8.470,-36.780,  0.0,0, 0.0,-1,"C",,,"PE","Alagoinha Pesqueira","vários tremores (A_Noite-RJ 1945-08-28; J.Pequeno-Recife 1945-08-30: Correio_da_Manhã)"
1946,07,18,04,15,,L,-25.100,-47.700,  0.0,30, 4.6,3,"A","4-5",60.000000,"SP","CANANEIA","Area-IV= 25000 km2"
1946,10,07,17,25,,L,-1.440,-48.480,  0.0,0, 2.8,4,"C","3-4",,"PA","BELEM",""
1946,10,13,10,45,,,-21.700,-46.590,  0.0,0, 3.6,3,"B","4",5.000000,"MG","P.de_Caldas Caconde","(J.Noticias-SP-1946-10-15; 1946-11-29) Rfelt=40km?"
1947,02,01,01,,,L,-21.310,-46.710,  0.0,0, 3.0,4,"C","4",,"MG","Guaxupé","(Folha_do_Povo 1947-02-09) provavel madrugada de 01-Fev"
1947,03,04,,,,,-2.450,-44.400,  0.0,10, 3.0,4,"C","4",,"MA","Alcântara Itauna","(J.do_Brasil 1947-03-09; A_Noite-RJ 1947-07-28) dias 04 06 e 22-03-1947"
1947,11,02,,,,,-9.980,-67.810,  0.0,0, 0.0,-1,"C",,,"AC","Rio_Branco","(J.Noticias-SP 1947-11-04)"
1947,11,18,,,,,-5.110,-38.370,  0.0,0, 0.0,-1,"C",,,"CE","MORADA NOVA",""
1947,12,15,19,05,,,-21.700,-57.900,  0.0,0, 3.5,4,"C","5",,"MS","Pto. MURTINHO","SENT. P.QUEBRACHO; JARDIM"
1948,01,21,16,47,40.00,,-30.500,-58.000,  0.0,30, 5.5,4,"B","6",,"AR","M.Caseros;Corrientes","(SJA/INPRES)"
1948,05,,,,,,-15.070,-49.970,  0.0,0, 3.0,4,"C","4",,"GO","EMBIARA","(UnB)"
1948,10,04,12,55,,L,-19.950,-43.250,  0.0,0, 0.0,-1,"C",,,"MG","PANTAME","(CEMIG)"
1949,07,12,,,,,-8.150,-35.080,  0.0,0, 3.3,3,"C","4",1.200000,"PE","Jaboatão Moreno Vit.","(J.do_Brasil-RJ 1949-07-16; Diário_da_Noite-RJ 1949-07-18)"
1949,09,17,02,,,L,+3.830,-51.840,  0.0,100, 5.0,3,"C","5",450.000000,"AP","OIAPOQUE","(Berrocal etal.1984; A_Noite-RJ 1949-09-21) '2 horas'"
1949,12,31,,,,,-5.690,-36.240,  0.0,0, 0.0,-1,"C","6",,"RN","LAJES (6 MM??)","(Berrocal etal.1984: Diário de Natal 1963-08-30)"
1950,02,27,08,58,,L,-21.600,-46.800,  0.0,30, 4.3,3,"C","5",25.000000,"SP","Caconde P.de_Caldas","(Corr.Paulistano 1950-02-28; J.de_Noticias 1950-0308) A_iv=7600km2"
1950,01,,,,,,-17.110,-43.810,  0.0,0, 3.0,4,"C","4",,"MG","Bocaiúva P.Albuquerque","(J.Noticias 1950-01-04 04-21; J.Noticias 1950-04-21)"
1950,02,,,,,,-5.540,-35.820,  0.0,0, 0.0,-1,"C",,,"RN","J.Câmara Itaretama?","(D.daNoite-RJ 1950-02-02; Correio_Paulistano 1950-02-03)"
1950,04,,,,,,-16.940,-43.730,  0.0,0, 0.0,-1,"C",,,"MG","Pires Albuquerque","(J.Noticias_1950-04-21) varios (*)"
1950,04,07,12,,,L,-5.540,-35.820,  0.0,0, 3.0,4,"C","4",,"RN","JOAO CAMARA",""
1950,04,27,,,,,-5.540,-35.820,  0.0,0, 0.0,-1,"C",,,"RN","JOAO CAMARA","dia incerto"
1950,12,06,11,45,,L,-5.540,-35.820,  0.0,0, 0.0,-1,"C",,,"RN","JOAO CAMARA","forte tremor (A_Ordem 1950-12-07)"
1951,04,24,23,,,L,+3.830,-51.840,  0.0,0, 4.7,3,"C","4",150.000000,"AP","OIAPOQUE Macapá(?)","(Berrocal etal.1984; Correio_Paulistano 1951-04-29)"
1951,12,28,,,,,-10.000,-71.500,  0.0,0, 0.0,-1,"C",,,"AC","Acre","(STERNBERG 1953)"
1952,03,,,,,,-5.540,-35.820,  0.0,0, 0.0,-1,"C","5-6",,"RN","João Câmara","(Correio_Paulistano 1952-03-08; A_Ordem 1950-03-04) vários"
1952,08,16,,,,,-3.200,-59.770,  0.0,0, 0.0,-1,"C",,,"AM","CAREIRO",""
1953,03,19,,,,,+2.820,-60.680,  0.0,0, 0.0,-1,"C",,,"RR","BOA VISTA",""
1954,,,,,,,-9.930,-36.490,  0.0,0, 3.0,4,"C","4",,"AL","JUNQUEIRO","(Gazeta de Alagoas 1972-03-07) sem mais detalhes"
1955,01,31,05,03,07.00,,-12.520,-57.290,  0.0,30, 6.3,0,"I",,900.000000,"MT","SA. TOMBADOR","(epicenter ISC-GEM Mw 6.3+-0.2; Barros etal.2009)"
1955,02,28,,,,,-12.310,-38.380,  0.0,0, 0.0,-1,"C",,,"BA","Pau_Lavrado Catu","(DiDePernambuco 1955-03-04) sismo de Vitória?"
1955,03,01,01,46,17.00,,-19.880,-36.840,  0.0,30, 6.1,0,"A",,,"ES","Frente a VITORIA","(epicenter ISC-GEM; mb 6.1 Assumpção&Suárez 1988) Vitoria V MM"
1957,,,,,,,-20.300,-49.200,  0.0,0, 0.0,-1,"C",,,"SP","ICEM","(UnB-FURNAS)"
1957,01,18,16,15,,L,-15.600,-56.100,  0.0,50, 3.0,4,"C","4",,"MT","Cuiabá","(Obs. Dom Bosco; O_Estado_de_Mato_Grosso 1957-01-20)"
1958,07,28,11,,,L,-3.130,-60.020,  0.0,0, 0.0,-1,"C",,,"AM","Manaus","(O_Estado_de_Mato_Grosso 1958-07-30)"
1959,02,05,10,50,,L,-11.540,-57.410,  0.0,50, 3.5,4,"C","5",,"MT","Porto dos Gauchos","sentido 2 vezes (UnB; Conomali 1959-02-09)"
1959,05,25,20,08,,L,-21.260,-48.690,  0.0,0, 3.2,4,"C","4-5",,"SP","FERN.PRESTES","INDUZIDO (ANEXO 4 Berrocal etal.1984)"
1959,05,27,14,05,,L,-21.260,-48.690,  0.0,0, 3.2,4,"C","4-5",,"SP","FERN.PRESTES","INDUZIDO POÇO ARTESIANO?"
1959,05,29,03,55,,L,-21.260,-48.690,  0.0,0, 3.2,4,"C","4-5",,"SP","FERN.PRESTES","INDUZIDO POÇO ARTESIANO?"
1960,02,27,,,,,-21.260,-48.690,  0.0,0, 0.0,-1,"C",,,"SP","FERN.PRESTES","VARIOS-INDUZIDOS P.ART.?"
1960,06,11,12,45,,L,-22.130,-45.100,  0.0,0, 3.5,3,"B","5",3.100000,"MG","São Lourenço","(Diario_Pernambuco 1960-06-14)"
1960,10,21,04,18,44.00,,-7.200,-73.800,100.0,50, 4.9,5,"I",,,"AC","NW DO ACRE","(CERESIS: USGS) not in ISS"
1960,11,15,,,,,-15.600,-56.100,  0.0,0, 0.0,-1,"C",,,"MT","CUIABÁ?","(OBS.B.BOSCO CUIABÁ)"
1961,02,08,,,,,-8.010,-36.060,  0.0,0, 0.0,-1,"C",,,"PE","Toritama","dia incerto (Diario_de_Natal 1961-02-09)"
1961,05,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU","VARIOS EVENTOS"
1961,06,11,,,,,-22.050,-44.970,  0.0,0, 0.0,-1,"C",,,"MG","CAXAMBU",""
1961,06,11,02,,,L,-9.610,-35.950,  0.0,0, 2.0,5,"C","4",,"AL","PILAR","(A_Noite-RJ 1961-06-15; Gazeta_Alagoas 1961-06-13) efeitos de chuva?"
1961,11,04,18,,,L,-16.340,-49.570,  0.0,5, 3.1,3,"C","5",0.500000,"GO","Inhumas Caturaí Itauçu","(Diário do Paraná PR 1961-11-10)"
1962,01,17,02,27,44.00,,-22.930,-43.230,  0.0,3, 3.2,3,"B","5",0.300000,"RJ","Rio de JANEIRO","reg. RDJ (Berrocal etal.1984)"
1963,,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1963,03,30,,,,,-5.690,-36.240,  0.0,0, 0.0,-1,"C",,,"RN","LAJES","VARIOS EVENTOS ATE AGOSTO"
1963,08,27,,,,,-5.690,-36.240,  0.0,0, 3.7,4,"C","5-6",,"RN","LAJES",""
1963,08,29,23,,,L,-18.170,-56.780,  5.0,30, 4.6,0,"B",,140.000000,"MS","Corumbá","(LPB; Silva et al.2020; Correio do Estado MS 1963-09-03)"
1963,09,03,,,,,-5.690,-36.240,  0.0,0, 0.0,-1,"C",,,"RN","LAJES","Sent.J.CAMARA?? (Nada em Di.de_Natal 1963-09-03a09)"
1963,10,02,15,40,,L,-5.690,-36.240,  0.0,0, 3.9,4,"C","6",,"RN","LAJES","(Diario_de_Natal 1963-10-03) sem info de outros locais"
1963,10,14,00,,,L,-3.130,-60.020,  0.0,0, 0.0,-1,"C",,,"AM","Manaus","(Diario_de_Natal 1963-10-15)"
1963,12,14,00,05,40.60,,-2.360,-61.020, 45.0,30, 5.1,0,"C",,,"AM","MANAUS","(ISC-GEM; Assumpcao & Suarez 1988)"
1964,,,,,,,-4.140,-38.850,  0.0,0, 0.0,-1,"C",,,"CE","PALMACIA",""
1964,01,19,,,,,-8.280,-35.960,  0.0,0, 3.5,4,"C","5",,"PE","CARUARU","TRES EVENTOS;10-12 HORAS?"
1964,01,20,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1964,02,13,11,21,46.00,,-18.170,-56.780,  5.0,30, 5.4,0,"I",,175.000000,"MS","NW DE MS","(ISC; Correio do Estado MS 1964-02-14; Silva etal.202)"
1964,03,21,,,,,-20.510,-45.590,  0.0,0, 3.0,4,"C","4",,"MG","PONTEVILA","DOIS EVENTOS"
1964,06,16,,,,,-8.280,-35.960,  0.0,0, 3.5,4,"C","5",,"PE","CARUARU","VARIOS EVENTOS"
1964,06,19,03,56,17.10,,+2.600,-59.560,  0.0,50, 4.3,0,"I",,,"RR","GUIANA","(ISC-Rebuild)"
1965,,,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1965,,,17,,,L,-10.800,-47.500,  0.0,0, 0.0,-1,"C",,,"GO","P.ALTA DO N.","ANO 1966?  (com. de Jefferson Melo IBGE-1983)"
1965,06,26,05,55,12.80,,-9.100,-72.950,  0.0,50, 4.5,0,"I",,,"AC","W ACRE","(ISC-Rebuild)"
1965,08,12,,,,,-19.940,-44.720,  0.0,20, 3.3,3,"C",,0.500000,"MG","IGARATINGA","DIA INCERTO"
1965,08,15,19,36,54.20,,+2.660,-60.160,  0.0,30, 4.8,0,"I",,,"RR","SE RR Guyana","sem pP (ISC-GEM)"
1966,,,,,,,-20.600,-45.440,  0.0,0, 0.0,-1,"C",,,"MG","TIMBORE'","VARIOS; ANO DUVIDOSO"
1966,08,04,02,45,,L,-19.000,-57.800,  0.0,0, 0.0,-1,"C",,,"MS","CORUMBA'","(UnB) O.LEONARDOS; ISC NR"
1966,11,15,05,,,L,-20.800,-46.000,  0.0,0, 3.2,4,"C","4-5",,"MG","REG. FURNAS","VARIOS;INDUZ.P.RESERVAT.?"
1967,,,,,,,-21.470,-46.400,  0.0,0, 0.0,-1,"C",,,"MG","CABO VERDE",""
1967,01,21,15,59,48.00,L,-8.200,-35.980,  0.0,10, 3.8,1,"B","5",7.000000,"PE","CARUARU","(UFRN)"
1967,01,24,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU","VARIOS ENTRE 24 E 25/01"
1967,01,25,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU","VARIOS EVENTOS"
1967,01,26,,,,,-8.280,-35.960,  0.0,0, 0.0,-1,"C",,,"PE","CARUARU",""
1967,03,22,21,12,15.00,L,-23.300,-45.000,  0.0,20, 4.1,0,"A","6-7",30.000000,"SP","CUNHA","registrado em AREQUIPA"
1967,05,12,02,21,43.00,,-7.170,-73.300, 73.0,50, 4.4,0,"I",,,"AC","ACRE","(ISC)"
1967,08,,,,,,-22.030,-45.840,  0.0,0, 0.0,-1,"C",,,"MG","SILVIANOPOLI",""
1967,08,05,06,56,10.00,L,-22.850,-43.120,  0.0,10, 3.6,1,"B","5-6",2.700000,"RJ","SAO GONCALO","(Berrocal etal.1984; UnB)"
1967,08,09,07,14,08.00,,-8.450,-73.830, 42.0,30, 5.1,0,"I",,,"AC","PERU-BRASIL","(ISC; Assumpção 1992)"
1968,,,,,,,-9.930,-36.490,  0.0,0, 0.0,-1,"C",,,"AL","JUNQUEIRO","(Folha de São Paulo 1972-03-09) sem mais detalhes"
1968,,,,,,,-18.440,-42.590,  0.0,0, 0.0,-1,"C",,,"MG","S.P. SUACUI'",""
1968,01,13,01,55,51.00,,-6.090,-38.440,  0.0,10, 3.9,2,"C","6",25.000000,"CE","PEREIRO","(UFRN)"
1968,01,13,01,58,,,-6.040,-38.460,  0.0,0, 2.8,4,"C","3-4",,"CE","PEREIRO",""
1968,01,18,10,40,,,-6.090,-38.440,  0.0,0, 3.5,4,"C","5",,"RN","SALAO","DIA INCERTO"
1968,01,18,11,,,,-6.090,-38.440,  0.0,0, 0.0,-1,"C",,,"RN","SALAO","DIA INCERTO"
1968,01,18,11,55,,,-6.090,-38.440,  0.0,0, 0.0,-1,"C",,,"RN","SALAO","DIA INCERTO"
1968,01,19,,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO",""
1968,02,04,,,,,-6.110,-38.440,  0.0,0, 3.2,4,"C","4-5",,"RN","JUNCO",""
1968,02,15,13,20,48.00,,-6.090,-38.440,  0.0,10, 4.1,2,"B","6",11.000000,"CE","PEREIRO","(UFRN) 11:20 H.L.-Verão"
1968,02,23,14,23,02.00,,-6.090,-38.440,  0.0,5, 4.6,2,"A","7",84.000000,"CE","PEREIRO","(UFRN;IAG;ISC) 12:23 H.L.-Verão"
1968,02,23,14,37,01.00,,-6.090,-38.440,  0.0,10, 3.0,1,"C",,,"CE","PEREIRO","(UFRN) EPICENTRO INFERIDO"
1968,02,23,15,21,16.00,,-6.090,-38.440,  0.0,10, 3.0,1,"C",,,"CE","PEREIRO","(UFRN) EPICENTRO INFERIDO"
1968,02,23,15,33,03.00,,-6.090,-38.440,  0.0,10, 3.8,2,"C",,,"CE","PEREIRO","(UFRN) EPICENTRO INFERIDO"
1968,02,25,03,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO",""
1968,02,25,03,05,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO",""
1968,02,25,04,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO",""
1968,02,25,10,,,,-6.090,-38.440,  0.0,0, 0.0,-1,"C",,,"RN","Serra dos MACACOS",""
1968,02,27,,,,,-6.120,-38.440,  0.0,0, 0.0,-1,"C",,,"RN","JARDIM","VARIOS NA NOITE 27/28"
1968,02,28,14,,,,-6.120,-38.440,  0.0,0, 0.0,-1,"C",,,"RN","JARDIM","VARIOS ENTRE 10 E 12H"
1968,03,,,,,,-6.090,-39.440,  0.0,0, 3.0,4,"C","4",,"CE","FARIAS BRITO","(Berrocal et al.1984: Tribuna_do_Ceará 1968-03-12) coord.corrig."
1968,03,01,,,,,-6.090,-38.370,  0.0,0, 0.0,-1,"C",,,"RN","DR.SEVERIANO","VARIOS"
1968,03,03,,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO","VARIOS ATE 6/03"
1968,03,18,,,,,-6.040,-38.460,  0.0,0, 3.7,4,"C","5-6",,"CE","PEREIRO",""
1968,06,24,,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO","VARIOS EVENTOS"
1968,08,,,,,,-6.040,-38.460,  0.0,0, 0.0,-1,"C",,,"CE","PEREIRO","VARIOS EVENTOS"
1968,08,,,,,,-15.140,-39.720,  0.0,0, 0.0,-1,"C",,,"BA","Itaju do Colônia","(O Jornal-RJ 1968-08-07) UFBA fez relatório"
1968,08,27,05,17,36.00,,-8.900,-72.890, 26.0,30, 4.9,0,"I",,,"AC","W DO ACRE","(ISC H=50?; Assumpção & Suarez 1988)"
